Date,Hr,Mainland Air Temp,Humidity (%),Direction (A),Wind Speed (A),Gusting,Atmospheric Pressure (IN),Precipitation Rate,Bay Temp,Salinity,LBI Air Temp,Ocean Temp,Onshore,upwelling_flag
6/2/2025,0,-10.1,68.0,10,3.8,6.0,29.86,0.0,17.47,27.7,-7.9,14.3,0,0
6/2/2025,1,-10.2,74.0,12,4.0,6.2,29.88,0.0,17.49,28.2,-8.1,14.2,0,0
6/2/2025,2,-10.7,78.0,11,3.0,5.4,29.88,0.01,17.27,27.93,-8.8,14.2,0,0
6/2/2025,3,-11.5,84.0,12,2.7,6.1,29.88,0.0,17.26,28.41,-9.5,14.2,0,0
6/2/2025,4,-12.1,87.0,13,2.0,3.8,29.89,0.0,16.82,28.42,-10.2,14.2,0,0
6/2/2025,5,-12.4,88.0,13,2.2,3.1,29.9,0.0,17.08,27.98,-10.5,14.2,0,0
6/2/2025,6,-12.8,90.0,15,1.2,2.0,29.91,0.0,17.15,27.59,-10.6,14.1,0,0
6/2/2025,7,-12.4,91.0,14,1.0,2.0,29.93,0.0,17.11,27.36,-10.6,14.1,0,0
6/2/2025,8,-11.2,91.0,14,1.0,1.7,29.94,0.0,17.2,27.15,-10.2,14.0,0,0
6/2/2025,9,-8.7,72.0,0,1.9,4.0,29.96,0.0,17.36,27.13,-9.1,14.0,0,0
6/2/2025,10,-6.7,51.0,8,2.1,6.0,29.96,0.0,17.75,26.59,-8.5,14.0,1,0
6/2/2025,11,-5.1,42.0,10,2.8,4.9,29.97,0.0,18.11,26.05,-7.4,14.0,0,0
6/2/2025,12,-4.6,41.0,4,3.9,9.1,29.97,0.0,18.0,27.3,-7.6,14.0,1,0
6/2/2025,13,-5.0,42.0,10,4.7,9.9,29.97,0.0,17.99,27.24,-7.4,14.3,0,0
6/2/2025,14,-4.9,42.0,6,4.9,9.3,29.96,0.0,17.93,28.04,-7.8,14.7,1,0
6/2/2025,15,-4.7,41.0,9,5.1,8.2,29.95,0.0,17.88,28.26,-7.6,15.1,0,0
6/2/2025,16,-5.3,47.0,10,5.8,9.5,29.93,0.0,17.92,28.6,-7.8,15.4,0,0
6/2/2025,17,-6.0,57.0,10,7.8,12.0,29.94,0.0,18.36,28.73,-7.8,16.3,0,0
6/2/2025,18,-5.8,56.0,8,4.8,9.1,29.94,0.0,18.74,28.58,-7.7,16.4,1,0
6/2/2025,19,-6.4,59.0,8,3.7,8.5,29.94,0.0,18.65,28.48,-7.6,16.0,1,0
6/2/2025,20,-7.0,60.0,10,2.0,3.5,29.94,0.01,18.11,28.52,-7.3,15.6,0,0
6/2/2025,21,-7.7,57.0,10,3.0,4.5,29.96,0.0,18.58,27.71,-6.7,15.2,0,0
6/2/2025,22,-8.8,60.0,10,2.3,3.9,29.99,0.0,18.59,27.08,-7.2,14.9,0,0
6/2/2025,23,-9.4,63.0,10,2.1,4.4,30.02,0.0,18.44,26.81,-7.8,14.8,0,0
6/3/2025,0,-9.9,68.0,10,2.3,4.2,30.02,0.0,18.09,27.42,-8.2,14.8,0,0
6/3/2025,1,-10.6,76.0,10,3.3,5.2,30.01,0.0,18.02,26.96,-8.3,14.6,0,0
6/3/2025,2,-10.9,80.0,10,2.8,5.7,30.01,0.0,17.99,27.01,-8.4,14.6,0,0
6/3/2025,3,-11.4,84.0,11,2.3,4.6,30.01,0.0,17.82,27.81,-8.6,14.5,0,0
6/3/2025,4,-11.6,86.0,11,3.5,6.7,30.03,0.0,17.6,28.86,-8.8,14.5,0,0
6/3/2025,5,-11.6,89.0,12,2.8,5.7,30.03,0.0,17.6,28.7,-9.0,14.5,0,0
6/3/2025,6,-11.5,90.0,11,3.0,5.1,30.04,0.0,17.68,28.28,-8.2,14.4,0,0
6/3/2025,7,-11.0,90.0,13,3.1,6.3,30.06,0.0,17.75,27.93,-9.0,14.4,0,0
6/3/2025,8,-9.2,80.0,14,2.0,4.8,30.08,0.0,17.67,28.12,-8.8,14.5,0,0
6/3/2025,9,-7.0,60.0,1,3.2,4.8,30.1,0.0,17.86,27.71,-8.4,14.5,1,0
6/3/2025,10,-5.4,53.0,1,3.3,5.9,30.1,0.0,18.18,27.3,-7.9,14.5,1,0
6/3/2025,11,-4.7,41.0,3,5.2,10.2,30.12,0.0,17.37,26.97,-7.6,14.5,1,0
6/3/2025,12,-4.0,36.0,2,6.6,11.8,30.13,0.0,19.08,26.39,-6.7,14.6,1,0
6/3/2025,13,-3.4,36.0,4,5.1,10.3,30.13,0.0,19.23,26.84,-6.4,15.0,1,0
6/3/2025,14,-4.0,33.0,3,6.2,10.4,30.12,0.0,19.0,27.83,-6.5,15.4,1,0
6/3/2025,15,-3.8,38.0,12,3.6,7.7,30.12,0.01,18.86,28.12,-6.2,15.9,0,0
6/3/2025,16,-3.8,34.0,7,6.2,12.4,30.12,0.0,19.08,28.43,-6.7,16.8,1,0
6/3/2025,17,-4.0,37.0,6,4.1,8.6,30.11,0.0,19.04,28.55,-6.7,17.6,1,0
6/3/2025,18,-5.1,48.0,8,5.1,8.3,30.11,0.0,19.61,28.57,-7.1,18.2,1,0
6/3/2025,19,-5.8,57.0,8,3.6,6.0,30.12,0.0,19.55,28.54,-7.3,18.6,1,0
6/3/2025,20,-6.8,63.0,8,2.0,4.8,30.14,0.0,19.4,28.58,-7.6,18.4,1,0
6/3/2025,21,-10.9,68.0,8,1.2,2.6,30.16,0.0,18.92,28.5,-7.8,17.3,1,0
6/3/2025,22,-8.5,72.0,8,3.9,5.7,30.18,0.0,19.53,27.45,-7.7,16.5,1,0
6/3/2025,23,-8.7,78.0,8,5.3,8.5,30.19,0.0,19.57,27.06,-7.6,16.2,1,0
6/4/2025,0,-8.8,86.0,8,3.6,5.1,30.18,0.0,19.34,27.36,-7.9,15.9,1,0
6/4/2025,1,-9.1,89.0,8,3.8,5.4,30.18,0.0,19.07,27.78,-7.9,15.4,1,0
6/4/2025,2,-9.3,90.0,8,2.1,3.6,30.16,0.0,18.88,27.83,-7.9,15.5,1,0
6/4/2025,3,-9.6,91.0,9,2.6,3.0,30.16,0.0,18.0,27.96,-7.9,15.4,0,0
6/4/2025,4,-9.8,91.0,10,1.6,4.0,30.16,0.0,18.84,28.18,-7.1,15.4,0,0
6/4/2025,5,-10.2,91.0,10,2.4,4.2,30.16,0.0,18.62,28.8,-7.4,15.3,0,0
6/4/2025,6,-10.3,89.0,10,1.6,2.9,30.17,0.0,18.43,28.94,-7.6,15.3,0,0
6/4/2025,7,-9.8,85.0,11,2.3,3.8,30.18,0.0,16.68,28.38,-7.3,15.2,0,0
6/4/2025,8,-7.8,77.0,10,4.1,5.8,30.19,0.0,18.92,28.25,-6.8,15.3,0,0
6/4/2025,9,-5.4,65.0,10,4.0,7.2,30.19,0.0,18.81,28.32,-6.3,15.2,0,0
6/4/2025,10,-3.7,57.0,10,3.5,6.7,30.18,0.0,19.05,27.5,-5.7,15.2,0,0
6/4/2025,11,-1.3,47.0,8,4.8,8.1,30.18,0.01,19.62,26.54,-4.9,15.2,1,0
6/4/2025,12,-0.1,45.0,9,5.0,10.0,30.16,0.0,19.93,26.77,-5.2,15.2,0,0
6/4/2025,13,0.2,47.0,9,6.2,10.9,30.14,0.0,19.8,27.42,-5.2,15.4,0,0
6/4/2025,14,0.4,46.0,8,7.6,11.7,30.12,0.0,19.78,28.18,-5.5,15.6,1,0
6/4/2025,15,-0.6,49.0,9,9.6,16.9,30.11,0.0,20.23,28.18,-5.6,15.8,0,0
6/4/2025,16,-0.9,50.0,8,11.6,19.4,30.09,0.0,20.4,28.3,-6.0,15.8,1,0
6/4/2025,17,-1.7,51.0,9,10.6,17.8,30.09,0.0,20.5,28.48,-5.9,16.0,0,0
6/4/2025,18,-2.9,56.0,9,13.2,23.7,30.09,0.0,20.26,29.02,-6.2,16.1,0,0
6/4/2025,19,-7.8,64.0,8,12.7,18.4,30.1,0.0,20.54,29.11,-6.3,16.2,1,0
6/4/2025,20,-5.3,70.0,9,8.9,15.1,30.1,0.0,20.65,29.59,-6.1,16.1,0,0
6/4/2025,21,-6.2,70.0,10,6.7,12.6,30.1,0.0,20.42,28.53,-6.0,16.0,0,0
6/4/2025,22,-6.7,76.0,9,3.7,7.5,30.1,0.0,20.25,28.62,-5.8,15.8,0,0
6/4/2025,23,-7.0,79.0,9,2.8,6.4,30.1,0.0,20.33,27.67,-5.8,15.8,0,0
6/5/2025,0,-7.4,81.0,10,1.9,3.1,30.09,0.0,20.25,27.03,-5.9,15.6,0,0
6/5/2025,1,-7.8,82.0,9,3.8,8.9,30.07,0.0,20.06,26.79,-5.9,15.5,0,0
6/5/2025,2,-7.9,81.0,10,4.3,7.0,30.07,0.0,19.96,26.98,-6.6,15.5,0,0
6/5/2025,3,-8.2,83.0,9,2.9,4.9,30.05,0.0,19.84,27.5,-7.7,15.5,0,0
6/5/2025,4,-8.5,85.0,10,0.9,2.3,30.04,0.0,19.72,27.68,-6.8,15.7,0,0
6/5/2025,5,-8.8,87.0,10,2.8,5.2,30.04,0.0,19.71,27.67,-6.4,15.6,0,0
6/5/2025,6,-8.8,89.0,11,2.1,4.2,30.05,0.0,19.75,27.98,-6.6,15.5,0,0
6/5/2025,7,-8.4,91.0,10,2.1,3.5,30.06,0.0,19.63,28.45,-6.6,15.5,0,0
6/5/2025,8,-7.6,92.0,10,4.4,8.0,30.07,0.0,19.9,28.3,-6.4,15.5,0,0
6/5/2025,9,-5.5,83.0,10,6.0,9.9,30.07,0.0,20.3,27.94,-5.6,15.6,0,0
6/5/2025,10,-2.4,62.0,10,3.6,6.7,30.05,0.01,20.41,27.68,-5.0,15.6,0,0
6/5/2025,11,-1.1,55.0,10,4.4,8.6,30.04,0.0,20.88,27.1,-5.1,15.6,0,0
6/5/2025,12,-0.2,54.0,8,8.1,12.2,30.02,0.0,20.96,27.09,-4.4,15.5,1,0
6/5/2025,13,0.7,48.0,8,9.4,15.6,30.01,0.0,20.97,27.18,-4.4,15.5,1,0
6/5/2025,14,0.2,50.0,9,9.8,14.8,29.98,0.0,20.87,27.75,-3.4,15.6,0,0
6/5/2025,15,-0.9,56.0,8,10.1,17.1,29.98,0.0,21.3,28.2,-4.3,15.6,1,0
6/5/2025,16,-2.0,60.0,8,11.6,19.0,29.96,0.0,21.59,28.25,-4.8,15.7,1,0
6/5/2025,17,-2.6,64.0,10,9.1,13.9,29.97,0.0,21.49,28.51,-5.2,15.8,0,0
6/5/2025,18,-3.2,68.0,10,10.2,14.6,29.96,0.0,21.64,28.56,-5.1,15.9,0,0
6/5/2025,19,-3.7,70.0,10,6.5,11.3,29.96,0.0,20.77,29.61,-5.2,16.2,0,0
6/5/2025,20,-4.6,75.0,10,6.9,11.6,29.96,0.0,20.61,29.54,-5.6,16.3,0,0
6/5/2025,21,-5.5,79.0,9,4.8,8.5,29.96,0.0,21.7,28.55,-5.7,16.4,0,0
6/5/2025,22,-5.9,81.0,10,3.0,5.0,29.96,0.0,21.36,28.39,-5.8,16.5,0,0
6/5/2025,23,-6.2,83.0,9,3.3,5.7,29.97,0.0,21.47,27.79,-5.9,16.5,0,0
6/6/2025,0,-6.6,86.0,10,2.1,3.9,29.96,0.0,21.55,27.13,-5.9,16.5,0,0
6/6/2025,1,-7.1,88.0,11,1.7,3.8,29.96,0.0,21.47,26.37,-6.1,16.5,0,0
6/6/2025,2,-7.4,90.0,10,2.9,5.8,29.94,0.0,21.41,26.0,-6.1,16.4,0,0
6/6/2025,3,-7.7,91.0,10,2.0,3.5,29.92,0.0,21.19,26.53,-6.6,16.4,0,0
6/6/2025,4,-7.9,92.0,9,2.3,3.1,29.92,0.0,21.03,26.84,-6.4,16.2,0,0
6/6/2025,5,-7.9,93.0,10,2.4,4.3,29.91,0.0,20.78,27.79,-6.4,16.2,0,0
6/6/2025,6,-8.2,93.0,10,1.9,2.9,29.92,0.0,20.56,28.82,-6.6,16.2,0,0
6/6/2025,7,-7.9,94.0,9,3.0,5.7,29.93,0.0,20.59,28.74,-6.8,16.2,0,0
6/6/2025,8,-7.3,95.0,11,1.8,4.0,29.92,0.0,20.44,28.91,-6.5,16.3,0,0
6/6/2025,9,-5.7,95.0,8,4.8,6.0,29.91,0.0,21.25,28.24,-7.8,16.3,1,0
6/6/2025,10,-5.2,85.0,8,6.2,8.8,29.91,0.0,21.28,26.87,-6.7,16.3,1,0
6/6/2025,11,-2.0,70.0,9,4.2,6.8,29.9,0.0,21.23,27.47,-5.2,16.3,0,0
6/6/2025,12,0.2,57.0,9,6.7,12.2,29.89,0.0,21.48,27.48,-4.5,16.4,0,0
6/6/2025,13,-0.4,60.0,8,13.0,20.2,29.89,0.0,21.78,27.56,-4.7,16.4,1,0
6/6/2025,14,-0.6,60.0,8,11.5,17.7,29.88,0.0,21.88,27.8,-4.1,16.4,1,0
6/6/2025,15,-1.0,56.0,9,10.3,18.3,29.86,0.0,21.83,28.37,-4.2,16.6,0,0
6/6/2025,16,-2.1,60.0,8,9.2,14.1,29.86,0.0,22.38,28.39,-4.2,17.4,1,0
6/6/2025,17,-1.9,59.0,9,6.6,10.8,29.84,0.0,22.19,28.31,-4.1,17.2,0,0
6/6/2025,18,-1.8,59.0,10,5.5,8.9,29.83,0.0,21.07,28.91,-3.8,17.3,0,0
6/6/2025,19,-2.7,73.0,8,6.5,10.4,29.8,0.0,21.55,28.83,-5.2,17.3,1,0
6/6/2025,20,-4.0,80.0,8,2.9,6.1,29.8,0.01,21.91,29.46,-6.3,17.2,1,0
6/6/2025,21,-5.2,85.0,8,4.1,5.7,29.81,0.01,20.47,29.6,-7.0,17.3,1,0
6/6/2025,22,-6.0,88.0,8,0.9,4.7,29.82,0.0,21.69,28.77,-6.9,17.3,1,0
6/6/2025,23,-6.3,89.0,8,1.7,2.7,29.82,0.0,22.35,28.58,-7.1,17.2,1,0
6/7/2025,0,-6.1,92.0,8,4.9,7.3,29.82,0.0,21.81,26.68,-7.0,17.2,1,0
6/7/2025,1,-6.2,93.0,8,1.2,2.1,29.8,0.0,21.62,28.59,-6.8,17.1,1,0
6/7/2025,2,-6.4,93.0,9,1.1,1.9,29.78,0.0,22.15,27.57,-6.5,17.0,0,0
6/7/2025,3,-6.5,93.0,10,1.0,1.9,29.76,0.0,22.17,26.97,-7.1,17.0,0,0
6/7/2025,4,-6.5,94.0,10,0.2,0.8,29.75,0.0,21.55,28.33,-7.3,17.0,0,0
6/7/2025,5,-6.7,94.0,8,1.6,2.5,29.74,0.0,21.34,28.33,-7.3,17.0,1,0
6/7/2025,6,-6.8,94.0,8,0.9,1.7,29.74,0.0,21.12,28.88,-6.9,17.0,1,0
6/7/2025,7,-6.6,95.0,8,1.0,1.9,29.74,0.0,21.04,28.87,-6.2,17.0,1,0
6/7/2025,8,-6.3,95.0,8,1.5,2.4,29.73,0.0,20.85,28.93,-6.2,17.0,1,0
6/7/2025,9,-6.0,95.0,11,2.2,3.3,29.75,0.0,20.93,29.04,-5.8,17.0,0,0
6/7/2025,10,-5.6,95.0,14,2.0,3.4,29.73,0.0,21.76,28.6,-5.9,17.1,0,0
6/7/2025,11,-4.3,87.0,11,3.1,4.9,29.72,0.0,21.78,28.57,-5.9,17.1,0,0
6/7/2025,12,-3.6,78.0,11,1.9,5.0,29.72,0.0,21.43,28.78,-5.4,17.2,0,0
6/7/2025,13,-4.0,82.0,10,3.8,8.7,29.72,0.0,22.26,27.76,-4.9,17.3,0,0
6/7/2025,14,-4.4,83.0,10,5.1,7.7,29.7,0.0,22.44,27.08,-4.8,17.5,0,0
6/7/2025,15,-4.6,87.0,10,3.5,5.9,29.68,0.0,22.5,27.08,-4.9,17.8,0,0
6/7/2025,16,-4.6,89.0,10,4.0,7.0,29.68,0.0,22.55,27.21,-4.8,17.8,0,0
6/7/2025,17,-3.8,86.0,10,6.0,9.1,29.66,0.0,22.27,27.86,-4.7,17.8,0,0
6/7/2025,18,-2.4,73.0,10,3.3,4.9,29.67,0.0,21.57,28.72,-4.3,17.8,0,0
6/7/2025,19,-3.2,76.0,10,2.3,4.2,29.67,0.0,20.2,29.41,-4.4,17.5,0,0
6/7/2025,20,-3.7,80.0,9,2.0,5.0,29.68,0.0,19.46,29.9,-4.7,17.5,0,0
6/7/2025,21,-4.6,82.0,13,1.1,3.0,29.69,0.0,19.07,30.14,-5.1,17.5,0,0
6/7/2025,22,-5.2,86.0,15,3.4,6.5,29.73,0.0,21.28,29.0,-4.9,17.5,0,0
6/7/2025,23,-5.6,83.0,15,0.6,1.5,29.74,0.0,21.51,28.53,-5.1,17.6,0,0
6/8/2025,0,-6.2,84.0,15,1.3,2.0,29.75,0.0,21.54,28.21,-5.1,17.5,0,0
6/8/2025,1,-6.8,87.0,15,0.8,2.0,29.74,0.0,21.36,28.58,-5.4,17.5,0,0
6/8/2025,2,-7.2,90.0,0,2.7,5.4,29.73,0.0,21.24,28.49,-6.3,17.5,0,0
6/8/2025,3,-7.3,91.0,14,2.7,5.3,29.73,0.0,20.98,28.3,-6.4,17.4,0,0
6/8/2025,4,-7.3,91.0,14,3.9,8.3,29.73,0.01,21.07,28.0,-6.6,17.4,0,0
6/8/2025,5,-7.4,90.0,2,6.2,11.3,29.73,0.0,20.59,28.31,-7.1,17.3,1,0
6/8/2025,6,-7.4,91.0,2,4.2,7.4,29.75,0.0,20.21,28.71,-7.0,17.2,1,0
6/8/2025,7,-7.4,90.0,2,6.8,12.1,29.76,0.0,20.27,28.61,-7.2,17.1,1,0
6/8/2025,8,-7.4,90.0,2,6.7,11.2,29.76,0.0,20.3,28.77,-7.3,17.0,1,0
6/8/2025,9,-7.3,89.0,2,6.6,12.0,29.78,0.0,20.33,28.96,-7.4,16.9,1,0
6/8/2025,10,-7.6,89.0,2,4.8,9.6,29.79,0.0,20.25,28.87,-7.6,16.9,1,0
6/8/2025,11,-7.6,91.0,3,5.9,12.8,29.79,0.0,20.26,28.75,-7.8,16.9,1,0
6/8/2025,12,-7.9,93.0,2,4.9,9.5,29.79,0.0,20.6,28.31,-7.8,16.8,1,0
6/8/2025,13,-8.1,94.0,2,6.2,12.7,29.79,0.0,20.55,28.32,-7.9,16.8,1,0
6/8/2025,14,-8.2,94.0,2,6.3,12.0,29.78,0.0,20.48,28.34,-8.0,16.0,1,0
6/8/2025,15,-8.4,95.0,2,6.8,11.5,29.79,0.0,20.53,28.25,-8.0,16.8,1,0
6/8/2025,16,-8.4,95.0,3,5.8,11.4,29.79,0.0,20.51,28.17,-8.2,16.7,1,0
6/8/2025,17,-8.6,95.0,3,6.9,11.6,29.78,0.0,20.51,28.14,-8.1,16.7,1,0
6/8/2025,18,-8.6,95.0,3,6.1,10.4,29.78,0.0,20.11,28.81,-8.2,16.6,1,0
6/8/2025,19,-8.7,95.0,3,6.1,11.2,29.79,0.0,19.21,29.42,-8.2,16.6,1,0
6/8/2025,20,-8.7,95.0,3,4.6,10.3,29.8,0.0,19.81,28.8,-8.1,16.6,1,0
6/8/2025,21,-8.7,95.0,3,3.8,7.7,29.81,0.0,16.58,31.14,-8.1,16.6,1,0
6/8/2025,22,-8.7,96.0,3,6.4,6.9,29.8,0.0,16.41,31.1,-8.2,16.5,1,0
6/8/2025,23,-8.8,96.0,3,4.1,8.9,29.7,0.0,17.54,30.41,-8.2,16.5,1,0
6/9/2025,0,-8.8,96.0,3,4.1,9.7,29.71,0.0,19.03,29.45,-8.3,16.5,1,0
6/9/2025,1,-8.8,96.0,3,3.4,9.5,29.81,0.0,18.83,29.57,-8.3,16.4,1,0
6/9/2025,2,-8.8,96.0,3,4.2,7.5,29.8,0.0,17.98,30.02,-8.3,16.4,1,0
6/9/2025,3,-8.8,96.0,3,5.3,10.5,29.79,0.0,18.53,29.54,-8.3,16.4,1,0
6/9/2025,4,-8.8,96.0,3,4.6,8.3,29.79,0.0,18.78,29.22,-8.3,16.4,1,0
6/9/2025,5,-8.7,96.0,2,3.1,7.3,29.78,0.0,18.7,29.2,-8.3,16.4,1,0
6/9/2025,6,-8.7,97.0,2,5.7,9.2,29.0,0.0,17.96,29.72,-8.3,16.3,1,0
6/9/2025,7,-8.8,97.0,3,5.2,9.2,29.8,0.0,17.74,29.93,-8.3,16.3,1,0
6/9/2025,8,-8.7,97.0,3,6.7,1.5,29.79,0.0,17.76,30.06,-8.3,16.3,1,0
6/9/2025,9,-8.4,97.0,3,4.3,9.3,29.83,0.0,17.66,30.24,-8.2,16.3,1,0
6/9/2025,10,-8.3,97.0,1,2.6,6.6,29.83,0.01,18.33,29.53,-8.0,16.3,1,0
6/9/2025,11,-8.1,97.0,2,4.9,9.8,29.88,0.0,19.11,28.78,-7.9,16.3,1,0
6/9/2025,12,-8.0,97.0,2,3.6,7.8,29.85,0.0,19.04,28.88,-8.0,16.3,1,0
6/9/2025,13,-7.9,96.0,2,4.5,7.7,29.84,0.0,19.12,28.75,-8.2,16.3,1,0
6/9/2025,14,-7.9,96.0,2,4.7,9.2,29.83,0.0,19.29,28.65,-8.1,16.3,1,0
6/9/2025,15,-7.7,94.0,2,4.8,9.1,29.84,0.0,19.29,28.72,-8.1,16.3,1,0
6/9/2025,16,-7.3,91.0,15,3.9,7.3,29.84,0.0,19.24,28.84,-8.0,16.3,0,0
6/9/2025,17,-6.8,88.0,2,5.1,9.2,29.82,0.0,19.18,28.9,-7.9,16.4,1,0
6/9/2025,18,-7.1,87.0,2,4.3,10.0,29.8,0.0,19.09,28.98,-7.9,16.4,1,0
6/9/2025,19,-7.9,89.0,2,4.1,7.4,29.82,0.0,19.0,28.15,-8.2,16.5,1,0
6/9/2025,20,-2.1,92.0,2,1.2,2.5,29.84,0.0,17.86,28.18,-8.2,16.6,1,0
6/9/2025,21,-8.4,93.0,1,2.4,5.0,29.85,0.0,17.43,27.56,-8.1,16.7,1,0
6/9/2025,22,-8.5,94.0,2,3.4,7.2,29.84,0.0,17.29,27.81,-7.9,16.7,1,0
6/9/2025,23,-8.4,94.0,2,2.6,4.9,29.83,0.0,17.5,28.12,-8.3,16.7,1,0
6/10/2025,0,-8.5,95.0,3,1.4,3.3,29.85,0.0,17.86,28.57,-8.1,16.7,1,0
6/10/2025,1,-8.5,95.0,3,1.8,3.0,29.85,0.0,18.19,28.3,-8.2,16.6,1,0
6/10/2025,2,-8.4,95.0,2,2.2,4.5,29.82,0.0,18.13,28.23,-8.2,16.6,1,0
6/10/2025,3,-8.5,95.0,3,2.4,5.8,29.81,0.0,17.93,28.05,-8.3,16.6,1,0
6/10/2025,4,-8.5,95.0,3,3.4,8.1,29.79,0.0,17.99,28.34,-8.3,16.6,1,0
6/10/2025,5,-8.5,96.0,3,1.9,4.4,29.8,0.0,18.37,28.38,-8.2,16.6,1,0
6/10/2025,6,-8.4,96.0,3,2.9,5.8,29.79,0.0,18.56,28.46,-8.2,16.7,1,0
6/10/2025,7,-8.2,96.0,3,2.7,4.7,29.79,0.0,17.94,28.35,-8.0,16.6,1,0
6/10/2025,8,-8.0,96.0,3,2.1,4.7,29.81,0.0,18.02,28.39,-7.9,16.6,1,0
6/10/2025,9,-7.8,97.0,3,2.4,5.3,29.8,0.0,18.11,28.39,-7.8,16.6,1,0
6/10/2025,10,-7.6,97.0,1,2.9,4.9,29.78,0.0,18.29,28.34,-7.6,16.6,1,0
6/10/2025,11,-7.4,97.0,3,1.4,3.4,29.79,0.0,18.78,28.2,-7.6,16.6,1,0
6/10/2025,12,-7.1,97.0,14,3.2,6.1,29.82,0.0,19.36,27.72,-7.4,16.6,0,0
6/10/2025,13,-7.1,97.0,2,1.9,3.7,29.82,0.0,19.22,27.84,-7.1,16.6,1,0
6/10/2025,14,-5.8,95.0,14,2.7,5.0,29.82,0.0,19.7,27.34,-6.8,16.6,0,0
6/10/2025,15,-4.7,86.0,11,5.8,10.8,29.83,0.0,19.83,27.37,-6.6,16.7,0,0
6/10/2025,16,-4.5,80.0,12,4.7,10.0,29.83,0.0,19.62,27.76,-6.5,16.8,0,0
6/10/2025,17,-3.2,73.0,10,3.0,7.2,29.83,0.0,19.35,27.98,-6.8,16.8,0,0
6/10/2025,18,-3.9,78.0,9,4.7,8.0,29.84,0.0,19.36,28.03,-6.2,16.8,0,0
6/10/2025,19,-3.4,77.0,8,4.3,6.3,29.96,0.0,19.6,28.17,-5.6,17.1,1,0
6/10/2025,20,-4.0,79.0,8,3.5,5.2,29.87,0.0,19.17,28.17,-6.2,17.2,1,0
6/10/2025,21,-5.3,83.0,10,1.8,3.1,29.89,0.01,17.57,27.3,-4.3,17.4,0,0
6/10/2025,22,-6.2,87.0,9,2.8,3.8,29.91,0.01,17.38,27.42,-5.1,17.2,0,0
6/10/2025,23,-6.5,88.0,10,3.3,5.3,29.93,0.0,18.49,27.84,-5.9,17.1,0,0
6/11/2025,0,-6.5,89.0,10,2.5,3.8,29.94,0.0,18.93,28.08,-5.9,17.2,0,0
6/11/2025,1,-7.2,90.0,13,1.9,3.0,29.95,0.0,18.81,27.8,-5.6,17.1,0,0
6/11/2025,2,-7.4,91.0,12,1.9,3.9,29.96,0.0,19.7,27.66,-6.0,17.0,0,0
6/11/2025,3,-7.9,92.0,12,1.7,3.6,29.97,0.0,19.0,27.52,-6.3,16.9,0,0
6/11/2025,4,-7.9,93.0,12,3.5,7.0,29.97,0.0,19.49,26.96,-6.6,17.0,0,0
6/11/2025,5,-7.7,94.0,14,3.0,4.8,29.97,0.0,19.42,27.17,-6.5,16.8,0,0
6/11/2025,6,-7.8,93.0,13,2.0,3.7,29.99,0.0,19.46,27.31,-6.5,16.9,0,0
6/11/2025,7,-7.7,91.0,14,1.8,3.4,30.01,0.0,19.72,27.06,-6.5,16.9,0,0
6/11/2025,8,-6.2,76.0,15,3.3,5.6,30.03,0.0,19.56,27.29,-5.7,16.8,0,0
6/11/2025,9,-4.5,59.0,15,3.5,7.9,30.04,0.0,19.62,27.02,-4.9,16.8,0,0
6/11/2025,10,-3.1,48.0,14,2.8,7.0,30.05,0.0,19.57,27.26,-4.9,16.8,0,0
6/11/2025,11,-2.1,40.0,12,2.8,8.5,30.05,0.0,19.83,27.27,-3.9,16.9,0,0
6/11/2025,12,-1.1,38.0,0,3.5,6.4,30.05,0.0,20.3,27.2,-3.6,17.0,0,0
6/11/2025,13,-0.3,35.0,11,3.2,6.4,30.05,0.0,20.88,27.22,-3.7,17.2,0,0
6/11/2025,14,0.3,38.0,9,4.3,6.7,30.03,0.0,21.38,26.98,-4.1,17.5,0,0
6/11/2025,15,-1.3,43.0,9,9.4,14.0,30.03,0.0,21.42,26.93,-4.3,18.2,0,0
6/11/2025,16,-1.3,42.0,8,9.5,16.2,30.02,0.0,21.0,27.03,-4.1,18.9,1,0
6/11/2025,17,-1.0,46.0,9,6.4,9.5,30.01,0.0,21.18,26.97,-4.6,19.3,0,0
6/11/2025,18,-1.2,38.0,11,6.6,11.9,30.0,0.0,20.76,27.32,-4.9,19.1,0,0
6/11/2025,19,-2.1,42.0,11,5.9,10.2,30.01,0.0,20.94,27.34,-3.3,19.3,0,0
6/11/2025,20,-2.9,46.0,10,3.3,6.2,30.02,0.0,21.69,27.4,-4.4,19.3,0,0
6/11/2025,21,-4.8,65.0,9,3.0,5.2,30.01,0.0,20.95,27.76,-4.5,19.3,0,0
6/11/2025,22,-5.8,67.0,9,4.4,6.4,30.03,0.0,20.58,27.73,-4.9,18.9,0,0
6/11/2025,23,-6.4,65.0,9,3.4,5.6,30.03,0.0,19.57,28.08,-5.3,17.7,0,0
6/12/2025,0,-7.1,72.0,10,3.3,5.3,30.3,0.0,20.55,28.06,-5.4,17.9,0,0
6/12/2025,1,-7.4,77.0,10,4.6,7.1,30.02,0.0,21.15,27.96,-5.6,17.6,0,0
6/12/2025,2,-7.6,82.0,10,4.9,7.8,30.02,0.0,21.07,27.53,-5.7,17.7,0,0
